CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,29,201829
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,10,201810
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,52,201452
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,44,201344
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,1,201301
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,42,201342
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,46,201246
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,37,201037
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,5,201005
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,50,201550
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,31,200731
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,23,201523
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,5,201705
2,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,1,201001
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,41,200741
17,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,48,201048
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,28,201428
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,29,200729
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2010,12,201012
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,2,201602
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,9,201809
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,12,201012
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,25,201425
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,5,201505
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,25,200725
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,43,201543
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,28,201628
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,41,201841
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,30,201130
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,11,201211
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2008,41,200841
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,8,201108
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,52,201352
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,16,201516
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,46,200646
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,38,201438
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,7,201507
15,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,23,201123
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,40,201440
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,25,200225
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,51,201051
19,Ocean,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_2,Type_1,2012,28,201228
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,34,200534
23,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,43,201143
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,26,201326
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,29,201529
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,1,200801
5,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,4,200604
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,9,201809
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,29,200729
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,44,201244
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,52,201252
2,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2007,45,200745
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,30,200330
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,38,201838
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,9,201509
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,40,201440
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,43,201143
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,19,201619
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,34,200734
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,36,201236
23,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,24,200624
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,48,200848
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2010,4,201004
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,37,201737
25,Creek,net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,47,201847
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,41,201841
9,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2012,1,201201
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,33,201333
23,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2012,1,201201
4,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,36,201136
25,Creek,Net,Species_5,, shell is beginning to flake,CaptureSiteCategory_0,Type_0,2008,36,200836
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,46,200246
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,27,201527
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,52,201452
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,27,200627
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,24,201224
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,47,201747
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,49,201749
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,10,200410
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,5,201805
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,50,201350
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,52,200852
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,48,200848
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2008,47,200847
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,19,201019
5,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2009,30,200930
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,10,200610
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,25,201425
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,28,201628
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,35,200735
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,49,201049
2,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,8,201108
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,50,201250
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,44,200444
8,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,9,201209
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,25,201325
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,38,200238
11,Creek,Net,Species_5,, no other major physical characteristics,CaptureSiteCategory_0,Type_0,2008,39,200839
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,10,201410
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,23,201223
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,38,201438
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,20,201120
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,51,201251
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,3,201803
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,5,200905
19,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,20,201120
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,25,201225
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,47,201847
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,37,201537
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,43,201243
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,38,201838
14,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,28,201728
23,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2009,22,200922
6,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,27,201527
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,24,201424
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,1,201701
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2008,20,200820
6,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,1,201301
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,46,200546
11,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,40,200840
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,13,201213
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,30,201230
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,42,201742
24,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,17,201117
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,8,201308
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,47,200847
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,46,201746
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,50,200850
23,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,44,201144
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,43,201443
1,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,9,201309
0,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,38,201038
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,6,201406
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,6,201806
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,46,201546
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,25,201325
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,39,201639
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,7,201207
25,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2009,44,200944
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,9,201609
4,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,51,201051
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,38,201438
16,Creek,Net,Species_6,Unknown, notch between supras,CaptureSiteCategory_4,Type_0,2017,14,201714
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,51,201251
15,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2010,31,201031
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,1,201701
22,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2011,36,201136
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,29,201529
9,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,8,201308
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,39,201539
2,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,24,200324
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,51,200751
23,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,27,200827
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2003,48,200348
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,24,201524
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,32,201432
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,10,201710
1,Ocean,Longline,Species_5,,,CaptureSiteCategory_2,Type_1,2008,45,200845
15,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,48,201148
16,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2001,48,200148
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,6,201306
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,45,201645
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,42,201742
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,41,201241
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,44,201644
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,29,201329
0,Ocean,Net,Species_5,Unknown, chips on RM,CaptureSiteCategory_2,Type_1,2017,14,201714
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,42,201242
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,36,200236
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,8,200408
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,22,201522
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,29,201329
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,32,200932
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,5,201505
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,41,200441
11,Creek,Net,Species_5,Unknown,  3 CS has a fairly large indentation+ 10 LMS has a notch in it+ 6 RMS has a small chip+ 7 RMS has a very small chip,CaptureSiteCategory_0,Type_0,2002,40,200240
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,33,201233
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,47,201447
12,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2011,44,201144
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,39,201439
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,44,201044
23,Creek,Net,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2002,48,200248
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,6,200606
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,44,201244
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,16,201516
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,29,201829
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,52,201752
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,42,200842
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,44,201744
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,4,201704
7,Creek,Net,Species_6,Unknown,Admitted,CaptureSiteCategory_4,Type_0,2012,40,201240
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,2,201602
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,42,201842
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2010,12,201012
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,28,201428
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,15,201515
23,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,40,201140
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,21,201421
6,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,5,201605
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,8,201208
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,45,200945
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,35,201835
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,35,200735
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,43,200543
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,51,201851
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,22,201422
5,Creek,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_4,Type_0,2013,50,201350
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,42,201242
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,29,200329
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,52,201552
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,6,201506
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,13,201313
23,Creek,Not_Recorded,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2000,8,200008
25,Creek,Net,Species_5,Unknown,Not_Recorded,CaptureSiteCategory_0,Type_0,2005,49,200549
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,52,201352
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,44,201844
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,32,201832
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,38,201238
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,13,201413
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,4,201304
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,52,201252
27,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,27,201527
6,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,3,201703
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,33,201533
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,37,201237
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,19,201719
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,47,201847
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2012,2,201202
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,42,201142
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,16,201516
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,43,201143
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,36,201836
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,9,201109
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,43,201343
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,5,200805
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,36,201736
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,4,201104
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,50,201850
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,52,201752
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,35,201635
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,41,201241
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,2,200902
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,47,200647
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,37,200237
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,31,201831
5,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2010,37,201037
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,4,201804
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,41,200441
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,45,201845
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,7,200307
10,Ocean,Longline,Species_4,Female,Released,CaptureSiteCategory_2,Type_1,2013,23,201323
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2010,38,201038
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,32,201232
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,22,201122
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,27,201527
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,46,200846
